dmc_code,name,subdistrict,district,school_group,email,website_url,distance_km,lat,lng
"30020173","บ้านนาตาวงษ์","หนองงูเหลือม","เฉลิมพระเกียรติ","เฉลิมพระเกียรติ 2","30020174@korat2.go.th","","36.8","15.06090228","102.2327004"
"30020169","บ้านพระพุทธ","พระพุทธ","เฉลิมพระเกียรติ","เฉลิมพระเกียรติ 2","30020170@korat2.go.th","","27.5","14.99682317","102.2232125"
"30020171","ภูทองวิทยา","พระพุทธ","เฉลิมพระเกียรติ","เฉลิมพระเกียรติ 2","30020172@korat2.go.th","","31.7","14.95791951","102.2298124"
"30020174","วัดสลักได","หนองงูเหลือม","เฉลิมพระเกียรติ","เฉลิมพระเกียรติ 2","30020175@korat2.go.th","","43.6","15.02496824","102.2441813"
"30020175","สมานมิตรวิทยา","หนองงูเหลือม","เฉลิมพระเกียรติ","เฉลิมพระเกียรติ 2","30020176@korat2.go.th","","38.4","15.0432642","102.2222698"
"30020176","อำนวยศิลป์สารกิจ","หนองงูเหลือม","เฉลิมพระเกียรติ","เฉลิมพระเกียรติ 2","30020177@korat2.go.th","","40.3","15.04656486","102.2350603"
"30020051","โชคชัยพรหมบุตรบริหาร","โชคชัย","โชคชัย","โชคชัย 1","30020051@korat2.go.th","","56.5","14.7311528","102.1633353"
"30020070","บ้านกุดโบสถ์","ท่าอ่าง","โชคชัย","โชคชัย 1","30020070@korat2.go.th","","51.3","14.80987239","102.2061848"
"30020071","บ้านดอนพราหมณ์","ท่าอ่าง","โชคชัย","โชคชัย 1","30020071@korat2.go.th","","52.7","14.792224","102.182114"
"30020069","บ้านท่าอ่าง","ท่าอ่าง","โชคชัย","โชคชัย 1","30020069@korat2.go.th","","46.2","14.83783841","102.1870074"
"30020052","บ้านบิง","โชคชัย","โชคชัย","โชคชัย 1","30020052@korat2.go.th","","57.4","14.725313","102.160297"
"30020053","บ้านบึงทับปรางค์","โชคชัย","โชคชัย","โชคชัย 1","30020053@korat2.go.th","","55.1","14.76400253","102.165292"
"30020054","บ้านพิชิตคเชนทร์","โชคชัย","โชคชัย","โชคชัย 1","30020054@korat2.go.th","","55.2","14.73494344","102.1726739"
"30020072","บ้านหนองเสาเดียว","ท่าอ่าง","โชคชัย","โชคชัย 1","30020072@korat2.go.th","","53.1","14.82006674","102.1419226"
"30020065","ชลประทานนาตลิ่งชัน","ท่าเยี่ยม","โชคชัย","โชคชัย 2","30020065@korat2.go.th","","51.9","14.71581435","102.2410504"
"30020060","ชลประทานบ้านกอโจด","ท่าเยี่ยม","โชคชัย","โชคชัย 2","30020060@korat2.go.th","","45.3","14.75964609","102.2634973"
"30020064","ชุมชนดอนไพล","ท่าเยี่ยม","โชคชัย","โชคชัย 2","30020064@korat2.go.th","","59.9","14.66943548","102.1892841"
"30020074","บ้านโค้งกระโดน","ทุ่งอรุณ","โชคชัย","โชคชัย 2","30020074@korat2.go.th","","70","14.6209808","102.1521197"
"30020061","บ้านโจด","ท่าเยี่ยม","โชคชัย","โชคชัย 2","30020061@korat2.go.th","","50.8","14.7244812","102.2220597"
"30020075","บ้านดอนเกตุ","ทุ่งอรุณ","โชคชัย","โชคชัย 2","30020075@korat2.go.th","","73.7","14.60920762","102.1745092"
"30020076","บ้านดะแลง","ทุ่งอรุณ","โชคชัย","โชคชัย 2","30020076@korat2.go.th","","59","14.6299","102.255475"
"30020062","บ้านท่าเยี่ยมวิทยา","ท่าเยี่ยม","โชคชัย","โชคชัย 2","30020062@korat2.go.th","","53.7","14.69466937","102.2266961"
"30020073","บ้านโนนปอแดง","ทุ่งอรุณ","โชคชัย","โชคชัย 2","30020073@korat2.go.th","","64.5","14.6369728","102.1742427"
"30020063","บ้านโนนเพชร","ท่าเยี่ยม","โชคชัย","โชคชัย 2","30020063@korat2.go.th","","49.8","14.7429917","102.2173801"
"30020077","บ้านปอพราน","ทุ่งอรุณ","โชคชัย","โชคชัย 2","30020077@korat2.go.th","","61.3","14.66332572","102.1798156"
"30020078","บ้านหนองปรึก","ทุ่งอรุณ","โชคชัย","โชคชัย 2","30020078@korat2.go.th","","65.9","14.62519525","102.1746969"
"30020081","ชุมชนพลับพลา","พลับพลา","โชคชัย","โชคชัย 3","30020081@korat2.go.th","","62.7","14.71445321","102.14668"
"30020082","บ้านกอกวิทยา","พลับพลา","โชคชัย","โชคชัย 3","30020082@korat2.go.th","","63.3","14.7155854","102.1131196"
"30020083","บ้านคลองกลาง","พลับพลา","โชคชัย","โชคชัย 3","30020083@korat2.go.th","","58.4","14.77013207","102.1372033"
"30020048","บ้านดอน","กระโทก","โชคชัย","โชคชัย 3","30020048@korat2.go.th","","56.8","14.70445387","102.1808926"
"30020084","บ้านท่าตะเคียน","พลับพลา","โชคชัย","โชคชัย 3","30020084@korat2.go.th","","60.7","14.7750537","102.117419"
"30020067","บ้านท่าลาดขาว","ท่าลาดขาว","โชคชัย","โชคชัย 3","30020067@korat2.go.th","","62.1","14.6816582","102.1467731"
"30020068","บ้านบึงไทย","ท่าลาดขาว","โชคชัย","โชคชัย 3","30020068@korat2.go.th","","68.7","14.65525716","102.1498489"
"30020066","บ้านบึงพระ","ท่าลาดขาว","โชคชัย","โชคชัย 3","30020066@korat2.go.th","","66.7","14.6711054","102.1482376"
"30020079","บ้านปรางค์","พลับพลา","โชคชัย","โชคชัย 3","30020079@korat2.go.th","","62.7","14.71982752","102.1526648"
"30020080","วัดกุดสวาย","พลับพลา","โชคชัย","โชคชัย 3","30020080@korat2.go.th","","63.3","14.71960905","102.1334189"
"30020050","วัดพะโค","กระโทก","โชคชัย","โชคชัย 3","30020050@korat2.go.th","","60.4","14.69657395","102.1780385"
"30020086","บ้านกุดจอกน้อย","ละลมใหม่พัฒนา","โชคชัย","โชคชัย 4","30020086@korat2.go.th","","47.2","14.8005753","102.2169545"
"30020087","บ้านกุดจอกใหญ่","ละลมใหม่พัฒนา","โชคชัย","โชคชัย 4","30020087@korat2.go.th","","45.2","14.81596728","102.2221976"
"30020058","บ้านขี้ตุ่น (แหล่งจะหลุง)","ท่าจะหลุง","โชคชัย","โชคชัย 4","30020058@korat2.go.th","","35","14.89954525","102.2262033"
"30020055","บ้านด่านเกวียน","ด่านเกวียน","โชคชัย","โชคชัย 4","30020055@korat2.go.th","","44.5","14.8515678","102.1921899"
"30020056","บ้านตูม","ด่านเกวียน","โชคชัย","โชคชัย 4","30020056@korat2.go.th","","43.9","14.8690559","102.1966301"
"30020085","บ้านละลม","ละลมใหม่พัฒนา","โชคชัย","โชคชัย 4","30020085@korat2.go.th","","43.4","14.8311449","102.2172994"
"30020059","บ้านหนองกก","ท่าจะหลุง","โชคชัย","โชคชัย 4","30020059@korat2.go.th","","40.9","14.8559171","102.2199794"
"30020057","บ้านหนองบอน","ด่านเกวียน","โชคชัย","โชคชัย 4","30020057@korat2.go.th","","40.4","14.8852692","102.1881872"
"30020157","บ้านคลองสารเพชร","หนองหัวแรต","หนองบุญมาก","หนองบุญมาก 1","30020157@korat2.go.th","","40.4","14.7605945","102.3000436"
"30020156","บ้านบุกระโทก","หนองหัวแรต","หนองบุญมาก","หนองบุญมาก 1","30020156@korat2.go.th","","42.7","14.7163675","102.3088371"
"30020153","บ้านสระมะค่า","หนองไม้ไผ่","หนองบุญมาก","หนองบุญมาก 1","30020153@korat2.go.th","","50.2","14.64365504","102.3055042"
"30020155","บ้านหนองกระทุ่ม","หนองหัวแรต","หนองบุญมาก","หนองบุญมาก 1","30020155@korat2.go.th","","46.6","14.6976465","102.2934023"
"30020154","บ้านหนองตะลุมปุ๊ก","หนองไม้ไผ่","หนองบุญมาก","หนองบุญมาก 1","30020154@korat2.go.th","","55.1","14.64621156","102.2809062"
"30020152","บ้านหนองไม้ไผ่","หนองไม้ไผ่","หนองบุญมาก","หนองบุญมาก 1","30020151@korat2.go.th","","50.2","14.6552842","102.3136007"
"30020158","บ้านหนองลูกควาย","แหลมทอง","หนองบุญมาก","หนองบุญมาก 1","30020158@korat2.go.th","","43.3","14.76809748","102.2827756"
"30020159","บ้านหนองสะแก","แหลมทอง","หนองบุญมาก","หนองบุญมาก 1","30020159@korat2.go.th","","35.1","14.79133656","102.3066514"
"30020160","บ้านหนองหัวแรด","แหลมทอง","หนองบุญมาก","หนองบุญมาก 1","30020160@korat2.go.th","","36.2","14.7530711","102.3354164"
"30020151","เทียมนครวิทยา","หนองบุนนาก","หนองบุญมาก","หนองบุญมาก 2","30020150@korat2.go.th","","52.9","14.6342017","102.4428368"
"30020135","บ้านซับตะคร้อ","ไทยเจริญ","หนองบุญมาก","หนองบุญมาก 2","30020135@korat2.go.th","","45.8","14.7154056","102.4572315"
"30020146","บ้านยอกขาม","หนองตะไก้","หนองบุญมาก","หนองบุญมาก 2","30020145@korat2.go.th","","49.3","14.6388694","102.411454"
"30020136","บ้านสระซาง","ไทยเจริญ","หนองบุญมาก","หนองบุญมาก 2","30020161@korat2.go.th","","34","14.74934794","102.4632445"
"30020148","บ้านสว่างวิทยา","หนองบุนนาก","หนองบุญมาก","หนองบุญมาก 2","30020147@korat2.go.th","","53.8","14.6227924","102.4396348"
"30020147","บ้านหนองตะไก้","หนองตะไก้","หนองบุญมาก","หนองบุญมาก 2","30020137@korat2.go.th","","43.8","14.67627841","102.3906293"
"30020149","บ้านหนองไทร","หนองบุนนาก","หนองบุญมาก","หนองบุญมาก 2","30020148@korat2.go.th","","53","14.6737463","102.4306711"
"30020150","บ้านหนองบุนนาก","หนองบุนนาก","หนองบุญมาก","หนองบุญมาก 2","30020149@korat2.go.th","","46.5","14.70527623","102.4536985"
"30020139","บ้านถนนหัก","บ้านใหม่","หนองบุญมาก","หนองบุญมาก 3","30020138@korat2.go.th","","40","14.74713978","102.4160218"
"30020142","บ้านท่าตะแบก","สารภี","หนองบุญมาก","หนองบุญมาก 3","30020141@korat2.go.th","","27.1","14.80202487","102.4386796"
"30020143","บ้านทุ่งหัวขวาน","สารภี","หนองบุญมาก","หนองบุญมาก 3","30020142@korat2.go.th","","29","14.7846169","102.4059164"
"30020144","บ้านพระ","สารภี","หนองบุญมาก","หนองบุญมาก 3","30020143@korat2.go.th","","27.8","14.8002631","102.4304688"
"30020140","บ้านลุงเขว้า","ลุงเขว้า","หนองบุญมาก","หนองบุญมาก 3","30020139@korat2.go.th","","29.1","14.81167336","102.3490582"
"30020145","บ้านสารภี","สารภี","หนองบุญมาก","หนองบุญมาก 3","30020144@korat2.go.th","","23.4","14.8282664","102.4011127"
"30020141","บ้านหนองจาน","ลุงเขว้า","หนองบุญมาก","หนองบุญมาก 3","30020140@korat2.go.th","","31.1","14.79029671","102.3757609"
"30020137","บ้านใหม่ไทยเจริญ","บ้านใหม่","หนองบุญมาก","หนองบุญมาก 3","30020136@korat2.go.th","","38.8","14.73650761","102.3930485"
"30020138","บ้านใหม่สมบูรณ์","บ้านใหม่","หนองบุญมาก","หนองบุญมาก 3","30020152@korat2.go.th","","34.2","14.76341452","102.3772703"
"30020102","ชุมชนบ้านทับสวาย","ทับสวาย","ห้วยแถลง","ห้วยแถลง 1","30020102@korat2.go.th","","25.1","15.01044358","102.6311834"
"30020100","บ้านตะโก","ตะโก","ห้วยแถลง","ห้วยแถลง 1","30020100@korat2.go.th","","28.3","15.0114907","102.6572583"
"30020126","บ้านสวนหอม","ห้วยแถลง","ห้วยแถลง","ห้วยแถลง 1","30020126@korat2.go.th","","32.1","14.961609","102.6346607"
"30020127","บ้านแสนสุข","ห้วยแถลง","ห้วยแถลง","ห้วยแถลง 1","30020127@korat2.go.th","","37.6","14.9474778","102.687704"
"30020101","บ้านหนองไผ่","ตะโก","ห้วยแถลง","ห้วยแถลง 1","30020101@korat2.go.th","","23.6","15.01086786","102.7067184"
"30020122","บ้านหนองม่วง","ห้วยแคน","ห้วยแถลง","ห้วยแถลง 1","30020122@korat2.go.th","","33.5","14.9722794","102.6720354"
"30020128","บ้านหนองโสน","ห้วยแถลง","ห้วยแถลง","ห้วยแถลง 1","30020128@korat2.go.th","","24.6","14.99741833","102.6017967"
"30020123","บ้านห้วยแคน","ห้วยแคน","ห้วยแถลง","ห้วยแถลง 1","30020123@korat2.go.th","","36","14.99321954","102.7112468"
"30020125","บ้านห้วยปอ","ห้วยแถลง","ห้วยแถลง","ห้วยแถลง 1","30020125@korat2.go.th","","35.1","14.94912587","102.6646988"
"30020124","อนุบาลมณีราษฏร์คณาลัย","ห้วยแถลง","ห้วยแถลง","ห้วยแถลง 1","30020124@korat2.go.th","","28.1","14.99812577","102.6526001"
"30020115","บ้านกู่โกสีย์คอกควายวิทยา","หลุ่งประดู่","ห้วยแถลง","ห้วยแถลง 2","30020115@korat2.go.th","","31.4","15.0793806","102.6062686"
"30020120","บ้านโคกพลวง","หลุ่งประดู่","ห้วยแถลง","ห้วยแถลง 2","30020120@korat2.go.th","","16","15.09316455","102.4951404"
"30020131","บ้านโคกสะอาด","หินดาด","ห้วยแถลง","ห้วยแถลง 2","30020131@korat2.go.th","","16.2","14.9942628","102.5275066"
"30020132","บ้านตะคร้อ","หินดาด","ห้วยแถลง","ห้วยแถลง 2","30020132@korat2.go.th","","15","15.0227551","102.518649"
"30020121","บ้านโนนสุวรรณแสงวิทยา","หลุ่งประดู่","ห้วยแถลง","ห้วยแถลง 2","30020121@korat2.go.th","","17.3","15.05057094","102.5156929"
"30020116","บ้านเมืองรัง","หลุ่งประดู่","ห้วยแถลง","ห้วยแถลง 2","30020116@korat2.go.th","","20.5","15.0713792","102.5164165"
"30020133","บ้านสระมะค่า","หินดาด","ห้วยแถลง","ห้วยแถลง 2","30020133@korat2.go.th","","20.1","14.9771159","102.5570905"
"30020117","บ้านหนองปรือ","หลุ่งประดู่","ห้วยแถลง","ห้วยแถลง 2","30020117@korat2.go.th","","29.4","15.08068959","102.539012"
"30020134","บ้านหนองพลอง","หินดาด","ห้วยแถลง","ห้วยแถลง 2","30020134@korat2.go.th","","25.8","14.95353661","102.6078052"
"30020118","บ้านหนองโพดเพชรพิทยา","หลุ่งประดู่","ห้วยแถลง","ห้วยแถลง 2","30020118@korat2.go.th","","29.5","15.07308854","102.588208"
"30020119","บ้านหลุ่งประดู่","หลุ่งประดู่","ห้วยแถลง","ห้วยแถลง 2","30020119@korat2.go.th","","22.8","15.0396922","102.5586326"
"30020129","บ้านหัวสะพาน","หินดาด","ห้วยแถลง","ห้วยแถลง 2","30020129@korat2.go.th","","21.7","14.971158","102.5456789"
"30020130","บ้านหินดาด","หินดาด","ห้วยแถลง","ห้วยแถลง 2","30020130@korat2.go.th","","17.9","15.0039195","102.5681074"
"30020093","บ้านจอมศรี","งิ้ว","ห้วยแถลง","ห้วยแถลง 3","30020093@korat2.go.th","","38.5","15.06282457","102.7060354"
"30020089","บ้านซ่าเลือด","กงรถ","ห้วยแถลง","ห้วยแถลง 3","30020089@korat2.go.th","","59.7","15.00553541","102.749529"
"30020099","บ้านนาตะคุ","งิ้ว","ห้วยแถลง","ห้วยแถลง 3","30020099@korat2.go.th","https://nataku.korat2.go.th","34.9","15.04156092","102.701486"
"30020090","บ้านโนนขี้ตุ่น","กงรถ","ห้วยแถลง","ห้วยแถลง 3","30020090@korat2.go.th","","45.9","15.03615886","102.7558162"
"30020094","บ้านหนองม่วงหวาน","งิ้ว","ห้วยแถลง","ห้วยแถลง 3","30020094@korat2.go.th","","39","15.0885812","102.6862828"
"30020095","บ้านหนองม่วงใหญ่","งิ้ว","ห้วยแถลง","ห้วยแถลง 3","30020095@korat2.go.th","","35.4","15.05788026","102.6838872"
"30020092","บ้านหัวทำนบ","กงรถ","ห้วยแถลง","ห้วยแถลง 3","30020092@korat2.go.th","","48.8","15.05623686","102.7681476"
"30020096","บ้านหัวอ้อทะมวงสามัคคี","งิ้ว","ห้วยแถลง","ห้วยแถลง 3","30020096@korat2.go.th","","48.2","15.11895263","102.7115678"
"30020097","บ้านใหม่ศรีวิไลพุทไธจารย์","งิ้ว","ห้วยแถลง","ห้วยแถลง 3","30020097@korat2.go.th","","42.1","15.10035983","102.7064911"
"30020098","วัดหนองนา","งิ้ว","ห้วยแถลง","ห้วยแถลง 3","30020098@korat2.go.th","","41.7","15.0786278","102.729136"
"30020111","บ้านกระทุ่มแท่น","หลุ่งตะเคียน","ห้วยแถลง","ห้วยแถลง 4","30020111@korat2.go.th","","39.9","15.15011819","102.6071441"
"30020112","บ้านตะแกรง","หลุ่งตะเคียน","ห้วยแถลง","ห้วยแถลง 4","30020112@korat2.go.th","","44.5","15.1274176","102.6854564"
"30020106","บ้านท่าลี่","เมืองพลับพลา","ห้วยแถลง","ห้วยแถลง 4","30020106@korat2.go.th","","37.2","15.097796","102.6303517"
"30020103","บ้านโนนทอง","เมืองพลับพลา","ห้วยแถลง","ห้วยแถลง 4","30020103@korat2.go.th","","35.1","15.0721157","102.6493125"
"30020104","บ้านโนนสำราญ","เมืองพลับพลา","ห้วยแถลง","ห้วยแถลง 4","30020104@korat2.go.th","","23.5","15.0294913","102.5980635"
"30020105","บ้านเมืองพลับพลา","เมืองพลับพลา","ห้วยแถลง","ห้วยแถลง 4","30020105@korat2.go.th","","30.3","15.05011225","102.61448"
"30020107","บ้านสระแก้ว","เมืองพลับพลา","ห้วยแถลง","ห้วยแถลง 4","30020107@korat2.go.th","","31.5","15.0499887","102.6362854"
"30020108","บ้านหนองชุมแสง","เมืองพลับพลา","ห้วยแถลง","ห้วยแถลง 4","30020108@korat2.go.th","","34","15.0765935","102.619235"
"30020113","บ้านหนองนกเขา","หลุ่งตะเคียน","ห้วยแถลง","ห้วยแถลง 4","30020113@korat2.go.th","","43.6","15.11599745","102.6766643"
"30020114","บ้านหนองสาย","หลุ่งตะเคียน","ห้วยแถลง","ห้วยแถลง 4","30020114@korat2.go.th","","44.1","15.13718316","102.6507499"
"30020109","บ้านหลุ่งตะเคียน","หลุ่งตะเคียน","ห้วยแถลง","ห้วยแถลง 4","30020109@korat2.go.th","","45","15.14562254","102.6814133"
"30020110","รักชาติประชาบำรุง","หลุ่งตะเคียน","ห้วยแถลง","ห้วยแถลง 4","30020110@korat2.go.th","","35.6","15.1220713","102.586133"
